,Metro,State,zipcode,City,County
12036,New Orleans-Metairie,LA,70030,Des Allemands,Saint Charles Parish
12037,Huntington-Ashland,WV,25514,Fort Gay,Wayne County
12038,Cedar Rapids,IA,52213,Center Point,Linn County
12039,Columbia,MO,65255,Hallsville,Boone County
12040,Winston-Salem,NC,27050,Tobaccoville,Forsyth County
12041,Tuscaloosa,AL,35444,Brookwood,Tuscaloosa County
12042,Columbus,OH,43102,Amanda,Fairfield County
12043,Manchester-Nashua,NH,3086,Wilton,Hillsborough County
12044,Allentown-Bethlehem-Easton,NJ,7863,Oxford,Warren County
12045,New York-Newark-Jersey City,PA,18336,Matamoras,Pike County
12046,Atlanta-Sandy Springs-Roswell,GA,30185,Whitesburg,Carroll County
12047,,TN,37880,Ten Mile,Meigs County
12048,Harrisburg-Carlisle,PA,17324,Dickinson,Cumberland County
12049,Nashville-Davidson--Murfreesboro--Franklin,TN,37143,Pegram,Cheatham County
12050,Madera,CA,93643,North Fork,Madera County
12051,Harrisburg-Carlisle,PA,17068,Centre,Perry County
12052,Baltimore-Columbia-Towson,MD,21057,Glen Arm,Baltimore County
12053,Norwich-New London,CT,6420,Salem,New London County
12054,,NC,28341,Faison,Duplin County
12055,Chillicothe,OH,45644,Kingston,Ross County
12056,Washington-Arlington-Alexandria,MD,21710,Adamstown,Frederick County
12057,,TN,38221,Big Sandy,Benton County
12058,Newport,TN,37843,Parrottsville,Cocke County
12059,Toledo,OH,45872,North Baltimore,Wood County
12060,Chicago-Naperville-Elgin,IL,60112,Cortland,DeKalb County
12061,,TX,76689,Valley Mills,Bosque County
12062,Clarksville,TN,37191,Woodlawn,Montgomery County
12063,Kalamazoo-Portage,MI,49064,Lawrence,Van Buren County
12064,Stockton-Lodi,CA,95237,Lockeford,San Joaquin County
12065,Olean,NY,14042,Yorkshire,Cattaraugus County
12066,York-Hanover,PA,17301,Paradise,York County
12067,Kansas City,MO,64054,Sugar Creek,Jackson County
12068,,AL,36442,Florala,Covington County
12069,Watertown-Fort Drum,NY,13634,Dexter,Jefferson County
12070,,TX,78377,Refugio,Refugio County
12071,San Jose-Sunnyvale-Santa Clara,CA,95045,San Juan Bautista,San Benito County
12072,Wausau,WI,54448,Marathon,Marathon County
12073,,IN,47037,Osgood,Ripley County
12074,Bloomington,IL,61745,Heyworth,McLean County
12075,Orlando-Kissimmee-Sanford,FL,34773,Saint Cloud,Osceola County
12076,Kansas City,MO,64150,Riverside,Platte County
12077,Duluth,WI,54873,Solon Springs,Douglas County
12078,Ithaca,NY,14882,Lansing,Tompkins County
12079,Port St. Lucie,FL,34981,Fort Pierce,Saint Lucie County
12080,Somerset,PA,15557,Middlecreek,Somerset County
12081,Winchester,VA,22645,Middletown,Frederick County
12082,Knoxville,TN,37853,Rockford,Blount County
12083,Claremont-Lebanon,NH,3782,Sunapee,Sullivan County
12084,Glens Falls,NY,12846,Lake Luzerne,Warren County
12085,Chicago-Naperville-Elgin,IL,60203,Evanston,Cook County
12086,Somerset,PA,15531,Jenner,Somerset County
12087,,FL,32322,Carrabelle,Franklin County
12088,,TX,75954,Joaquin,Shelby County
12089,Holland,MI,49328,Hopkins,Allegan County
12090,Minneapolis-St. Paul-Bloomington,MN,56359,Onamia,Mille Lacs County
12091,San Luis Obispo-Paso Robles-Arroyo Grande,CA,93451,San Miguel,San Luis Obispo County
12092,Boston-Cambridge-Newton,NH,3819,Danville,Rockingham County
12093,Erie,PA,16426,Mckean,Erie County
12094,Blacksburg-Christiansburg-Radford,VA,24087,Elliston,Montgomery County
12095,Topeka,KS,66523,Osage City,Osage County
12096,New York-Newark-Jersey City,NJ,7627,Demarest,Bergen County
12097,Berlin,NH,3584,Lancaster,Coos County
12098,Aberdeen,WA,98595,Westport,Grays Harbor County
12099,Albany-Schenectady-Troy,NY,12835,Day,Saratoga County
12100,Orangeburg,SC,29047,Elloree,Orangeburg County
12101,Hagerstown-Martinsburg,MD,21782,Sharpsburg,Washington County
12102,St. Louis,IL,62265,New Baden,Clinton County
12103,Wooster,OH,44217,Creston,Wayne County
12104,Rochester,MN,55927,Dodge Center,Dodge County
12105,Detroit-Warren-Dearborn,MI,48367,Leonard,Oakland County
12106,Claremont-Lebanon,NH,3753,Grantham,Sullivan County
12107,East Stroudsburg,PA,18347,Pocono Lake,Monroe County
12108,Toledo,OH,43412,Curtice,Lucas County
12109,New York-Newark-Jersey City,NY,10594,Thornwood,Westchester County
12110,Albany-Schenectady-Troy,NY,12053,Duanesburg,Schenectady County
12111,Ottawa,KS,66092,Wellsville,Franklin County
12112,New York-Newark-Jersey City,NY,10524,Philipstown,Putnam County
12113,New York-Newark-Jersey City,NY,10921,Florida,Orange County
12114,Boston-Cambridge-Newton,MA,2110,Boston,Suffolk County
12115,Palm Bay-Melbourne-Titusville,FL,32764,Mims,Brevard County
12116,,KS,67654,Norton,Norton County
12117,Montgomery,AL,36043,Hope Hull,Montgomery County
12118,,NC,28643,Lansing,Ashe County
12119,Bloomington,IN,47433,Gosport,Owen County
12120,Cincinnati,OH,45052,North Bend,Hamilton County
12121,,WI,54945,Iola,Waupaca County
12122,Knoxville,TN,37902,Knoxville,Knox County
12123,Baton Rouge,LA,70770,Pride,East Baton Rouge Parish
12124,,ID,83252,Malad City,Oneida County
12125,Glens Falls,NY,12827,Fort Ann,Washington County
12126,Fort Madison-Keokuk,MO,63445,Kahoka,Clark County
12127,New York-Newark-Jersey City,NJ,7440,Pequannock,Morris County
12128,Boston-Cambridge-Newton,NH,3884,Strafford,Strafford County
12129,Baltimore-Columbia-Towson,MD,21658,Queenstown,Queen Annes County
12130,Binghamton,NY,13862,Barker,Broome County
12131,Angola,IN,46742,Hamilton,Steuben County
12132,Greeley,CO,80642,Hudson,Weld County
12133,Utica-Rome,NY,13456,Paris,Oneida County
12134,Hot Springs,AR,71964,Pearcy,Garland County
12135,Pittsburgh,PA,15314,Bentleyville,Washington County
12136,Portland-South Portland,ME,4015,Casco,Cumberland County
12137,Watertown-Fort Atkinson,WI,53038,Johnson Creek,Jefferson County
12138,Holland,MI,49344,Shelbyville,Allegan County
12139,Dubuque,IA,52068,Peosta,Dubuque County
12140,Boston-Cambridge-Newton,NH,3861,Lee,Strafford County
12141,,TN,38330,Dyer,Gibson County
12142,New York-Newark-Jersey City,NY,10913,Orangetown,Rockland County
12143,Tupelo,MS,38857,Mooreville,Lee County
12144,Lafayette,LA,70543,Iota,Acadia Parish
12145,Salisbury,MD,21830,Hebron,Wicomico County
12146,Burlington-South Burlington,VT,5445,Charlotte,Chittenden County
12147,Ames,IA,50124,Huxley,Story County
12148,Visalia-Porterville,CA,93615,Cutler,Tulare County
12149,New York-Newark-Jersey City,NY,10926,Harriman,Orange County
12150,Worcester,MA,1612,Paxton,Worcester County
12151,Columbus,OH,43061,Ostrander,Delaware County
12152,St. Louis,IL,62014,Bunker Hill,Macoupin County
12153,Laconia,NH,3225,Barnstead,Belknap County
12154,Sacramento--Roseville--Arden-Arcade,CA,95684,Somerset,El Dorado County
12155,Nashville-Davidson--Murfreesboro--Franklin,TN,37031,Castalian Springs,Sumner County
12156,Berlin,NH,3576,Colebrook,Coos County
12157,Utica-Rome,NY,13329,Dolgeville,Herkimer County
12158,Berlin,NH,3598,Whitefield,Coos County
12159,Sacramento--Roseville--Arden-Arcade,CA,95634,Georgetown,El Dorado County
12160,Pottsville,PA,17960,West Penn,Schuylkill County
12161,Myrtle Beach-Conway-North Myrtle Beach,NC,28420,Ash,Brunswick County
12162,Marinette,WI,54151,Niagara,Marinette County
12163,Prescott,AZ,85324,Black Canyon City,Yavapai County
12164,Johnstown,PA,15943,Nanty-Glo,Cambria County
12165,,NC,27311,Pelham,Caswell County
12166,Somerset,KY,42519,Burnside,Pulaski County
12167,Springfield,MA,1010,Brimfield,Hampden County
12168,East Stroudsburg,PA,18334,Tobyhanna,Monroe County
12169,Columbus,IN,47246,Hope,Bartholomew County
12170,Logan,UT,84339,Wellsville,Cache County
12171,Yakima,WA,98932,Granger,Yakima County
12172,Claremont-Lebanon,VT,5055,Norwich,Windsor County
12173,,IN,46571,Topeka,Lagrange County
12174,Seneca,SC,29643,Fair Play,Oconee County
12175,Minneapolis-St. Paul-Bloomington,WI,54023,Roberts,Saint Croix County
12176,Minneapolis-St. Paul-Bloomington,MN,55006,Braham,Isanti County
12177,Birmingham-Hoover,AL,35133,Springville,Saint Clair County
12178,Fayetteville-Springdale-Rogers,AR,72718,Cave Springs,Benton County
12179,Nashville-Davidson--Murfreesboro--Franklin,TN,37189,Nashville,Davidson County
12180,Sandusky,OH,44824,Castalia,Erie County
12181,Syracuse,NY,13132,Schroeppel,Oswego County
12182,Harrisburg-Carlisle,PA,17062,Tuscarora,Perry County
12183,Cincinnati,OH,45118,Fayetteville,Brown County
12184,Galesburg,IL,61410,Abingdon,Knox County
12185,Winchester,VA,22625,Cross Junction,Frederick County
12186,Deltona-Daytona Beach-Ormond Beach,FL,32744,Lake Helen,Volusia County
12187,Hannibal,MO,63459,New London,Ralls County
12188,Providence-Warwick,MA,2764,Dighton,Bristol County
12189,Monroe,MI,49267,Ottawa Lake,Monroe County
12190,Green Bay,WI,54173,Suamico,Brown County
12191,Paris,TX,75473,Powderly,Lamar County
12192,Philadelphia-Camden-Wilmington,NJ,8343,Elk,Gloucester County
12193,Charleston-North Charleston,SC,29429,Awendaw,Charleston County
12194,Portsmouth,OH,45653,Minford,Scioto County
12195,Richmond,IN,47346,Hagerstown,Wayne County
12196,Hillsdale,MI,49249,Jerome,Hillsdale County
12197,Fort Smith,OK,74966,Wister,LeFlore County
12198,Durham-Chapel Hill,NC,27541,Hurdle Mills,Person County
12199,,VA,24330,Fries,Grayson County
12200,,IA,50648,Jesup,Buchanan County
12201,Traverse City,MI,49637,Grawn,Grand Traverse County
12202,Rockford,IL,61063,Pecatonica,Winnebago County
12203,New York-Newark-Jersey City,NJ,7640,Harrington Park,Bergen County
12204,Gettysburg,PA,17372,Latimore,Adams County
12205,Galesburg,IL,61448,Knoxville,Knox County
12206,,WI,54661,Trempealeau,Trempealeau County
12207,Minneapolis-St. Paul-Bloomington,MN,55327,Dayton,Hennepin County
12208,,FL,32462,Vernon,Washington County
12209,Tyler,TX,75750,Arp,Smith County
12210,Providence-Warwick,RI,2838,Manville,Providence County
12211,Kansas City,KS,66040,Linn Valley,Linn County
12212,Kansas City,MO,64048,Holt,Clay County
12213,Birmingham-Hoover,AL,35049,Cleveland,Blount County
12214,Boston-Cambridge-Newton,NH,3034,Candia,Rockingham County
12215,,NY,12051,Coxsackie,Greene County
12216,Minneapolis-St. Paul-Bloomington,MN,55349,Howard Lake,Wright County
12217,New York-Newark-Jersey City,NY,12580,Hyde Park,Dutchess County
12218,Rochelle,IL,61064,Polo,Ogle County
12219,Montgomery,AL,36025,Elmore,Elmore County
12220,St. Cloud,MN,55382,South Haven,Stearns County
12221,Thomasville,GA,31773,Ochlocknee,Thomas County
12222,,TN,38329,Decaturville,Decatur County
12223,Rochester,NY,14548,Shortsville,Ontario County
12224,,IN,46746,Howe,Lagrange County
12225,Philadelphia-Camden-Wilmington,MD,21918,Conowingo,Cecil County
12226,Scranton--Wilkes-Barre--Hazleton,PA,18249,Sugarloaf,Luzerne County
12227,Memphis,TN,38049,Mason,Tipton County
12228,Orangeburg,SC,29039,Cordova,Orangeburg County
12229,Birmingham-Hoover,AL,35143,Shelby,Shelby County
12230,Miami,OK,74370,Wyandotte,Ottawa County
12231,,MD,21660,Ridgely,Caroline County
12232,Muscatine,IA,52778,Wilton,Muscatine County
12233,Amsterdam,NY,13317,Canajoharie,Montgomery County
12234,Pittsburgh,PA,15610,Bullskin,Fayette County
12235,,NH,3813,Conway,Carroll County
12236,Albany-Schenectady-Troy,NY,12027,Ballston,Saratoga County
12237,Tuscaloosa,AL,35452,Coker,Tuscaloosa County
12238,Lincoln,NE,68462,Waverly,Lancaster County
12239,Dallas-Fort Worth-Arlington,TX,76071,Newark,Wise County
12240,,MN,55760,McGregor,Aitkin County
12241,,NY,12413,Cairo,Greene County
12242,Harrisburg-Carlisle,PA,17048,Lykens,Dauphin County
12243,Gettysburg,PA,17344,McSherrystown,Adams County
12244,Glens Falls,NY,12865,Salem,Washington County
12245,Whitewater-Elkhorn,WI,53125,Fontana,Walworth County
12246,Knoxville,TN,37779,Luttrell,Union County
12247,,KS,67045,Eureka,Greenwood County
12248,Lawrenceburg,TN,38456,Ethridge,Lawrence County
12249,,OK,73742,Hennessey,Kingfisher County
12250,Spokane-Spokane Valley,WA,99009,Elk,Spokane County
12251,Bangor,ME,4953,Newport,Penobscot County
12252,,IA,52358,West Branch,Cedar County
12253,Madison,WI,53574,New Glarus,Green County
12254,Fresno,CA,93602,Auberry,Fresno County
12255,Rochester,NY,14485,Lima,Livingston County
12256,Corning,NY,14823,Canisteo,Steuben County
12257,Sacramento--Roseville--Arden-Arcade,CA,95655,Mather,Sacramento County
12258,Tuscaloosa,AL,35006,Brookwood,Tuscaloosa County
12259,Orangeburg,SC,29018,Bowman,Orangeburg County
12260,New York-Newark-Jersey City,NJ,7852,Roxbury,Morris County
12261,Duluth,MN,55779,Saginaw,Saint Louis County
12262,,TX,79081,Spearman,Hansford County
12263,Binghamton,NY,13795,Kirkwood,Broome County
12264,Binghamton,NY,13748,Conklin,Broome County
12265,New York-Newark-Jersey City,NY,11930,Amagansett,Suffolk County
12266,Clearlake,CA,95458,Lucerne,Lake County
12267,Tyler,TX,75792,Winona,Smith County
12268,New Orleans-Metairie,LA,70057,Hahnville,Saint Charles Parish
12269,Ashtabula,OH,44084,Roaming Shores,Ashtabula County
12270,Brownsville-Harlingen,TX,78593,Santa Rosa,Cameron County
12271,Jamestown-Dunkirk-Fredonia,NY,14712,Ellery,Chautauqua County
12272,,IN,47581,Shoals,Martin County
12273,Fort Collins,CO,80547,Timnath,Larimer County
12274,Dallas-Fort Worth-Arlington,TX,76431,Chico,Wise County
12275,Newport,OR,97368,Otis,Lincoln County
12276,Claremont-Lebanon,VT,5068,Royalton,Windsor County
12277,Cortland,NY,13803,Marathon,Cortland County
12278,Fresno,CA,93675,Squaw Valley,Fresno County
12279,Pine Bluff,AR,72132,Redfield,Jefferson County
12280,New York-Newark-Jersey City,NY,12594,Dover,Dutchess County
12281,Portland-Vancouver-Hillsboro,OR,97127,Lafayette,Yamhill County
12282,Philadelphia-Camden-Wilmington,MD,21915,Chesapeake City,Cecil County
12283,,WI,54984,Wild Rose,Waushara County
12284,,WI,54891,Washburn,Bayfield County
12285,Knoxville,TN,37762,Jellico,Campbell County
12286,Wilmington,OH,45113,Clarksville,Clinton County
12287,Wichita,KS,67062,Hesston,Harvey County
12288,Meridian,MS,39360,Shubuta,Clarke County
12289,Clarksville,KY,42217,Crofton,Christian County
12290,Portland-South Portland,ME,4357,Richmond,Sagadahoc County
12291,Morristown,TN,37891,Whitesburg,Hamblen County
12292,Spartanburg,SC,29374,Pauline,Spartanburg County
12293,Memphis,TN,38057,Moscow,Fayette County
12294,,LA,71327,Cottonport,Avoyelles Parish
12295,Asheville,NC,28726,East Flat Rock,Henderson County
12296,Providence-Warwick,RI,2831,Scituate,Providence County
12297,Philadelphia-Camden-Wilmington,NJ,8089,Chesilhurst,Camden County
12298,,TX,79521,Haskell,Haskell County
12299,Aberdeen,WA,98557,McCleary,Grays Harbor County
12300,Boston-Cambridge-Newton,MA,1770,Sherborn,Middlesex County
12301,Batavia,NY,14416,Bergen,Genesee County
12302,Fort Smith,OK,74571,Talihina,LeFlore County
12303,,GA,30547,Homer,Banks County
12304,Jackson,MI,49254,Michigan Center,Jackson County
12305,New York-Newark-Jersey City,NY,10916,Hamptonburgh,Orange County
12306,Panama City,FL,32461,Panama City Beach,Bay County
12307,Brevard,NC,28747,Lake Toxaway,Transylvania County
12308,Berlin,NH,3581,Gorham,Coos County
12309,,NY,13783,Hancock,Delaware County
12310,Olean,NY,14772,Randolph,Cattaraugus County
12311,Fort Smith,AR,72937,Hackett,Sebastian County
12312,,AZ,85936,Saint Johns,Apache County
12313,Blacksburg-Christiansburg-Radford,VA,24149,Riner,Montgomery County
12314,Deltona-Daytona Beach-Ormond Beach,FL,32180,Pierson,Volusia County
12315,Cincinnati,OH,45167,Ripley,Brown County
12316,Martin,TN,38230,Greenfield,Weakley County
12317,Gainesville,FL,32628,Trenton,Gilchrist County
12318,,NC,28349,Kenansville,Duplin County
12319,Wheeling,WV,26059,Triadelphia,Ohio County
12320,Adrian,MI,49253,Manitou Beach,Lenawee County
12321,Oklahoma City,OK,73028,Crescent,Logan County
12322,Scottsbluff,NE,69357,Mitchell,Scotts Bluff County
12323,,MO,64640,Gallatin,Daviess County
12324,Scranton--Wilkes-Barre--Hazleton,PA,18446,Nicholson,Wyoming County
12325,,NC,28763,Otto,Macon County
12326,Sidney,OH,45302,Anna,Shelby County
12327,Utica-Rome,NY,13438,Remsen,Oneida County
12328,,WI,54941,Green Lake,Green Lake County
12329,,OK,74764,Valliant,McCurtain County
12330,Lewiston-Auburn,ME,4222,Durham,Androscoggin County
12331,Kansas City,MO,64720,Adrian,Bates County
12332,Albertville,AL,35776,Grant,Marshall County
12333,Appleton,WI,54170,Bovina,Outagamie County
12334,,NC,28453,Magnolia,Duplin County
12335,Atlanta-Sandy Springs-Roswell,GA,30178,Taylorsville,Bartow County
12336,Kalamazoo-Portage,MI,49012,Augusta,Kalamazoo County
12337,State College,PA,16875,Gregg,Centre County
12338,Douglas,GA,31519,Broxton,Coffee County
12339,,FL,32058,Lawtey,Bradford County
12340,Lansing-East Lansing,MI,49076,Olivet,Eaton County
12341,New York-Newark-Jersey City,NJ,7737,Middletown,Monmouth County
12342,Charlotte-Concord-Gastonia,NC,28088,Landis,Rowan County
12343,Louisville/Jefferson County,IN,47164,Palmyra,Harrison County
12344,Fargo,MN,56514,Barnesville,Clay County
12345,Corsicana,TX,75144,Kerens,Navarro County
12346,Green Bay,WI,54174,Suring,Oconto County
12347,Tulsa,OK,74039,Kellyville,Creek County
12348,Pittsburgh,PA,15672,New Stanton,Westmoreland County
12349,Kingston,NY,12449,Lake Katrine,Ulster County
12350,Kingston,NY,12525,Gardiner,Ulster County
12351,Athens,OH,45780,The Plains,Athens County
12352,Mankato-North Mankato,MN,56055,Lake Crystal,Blue Earth County
12353,,OK,74872,Stratford,Garvin County
12354,Kansas City,MO,64747,Garden City,Cass County
12355,Reading,PA,19555,Perry,Berks County
12356,Jacksonville,FL,32087,Sanderson,Baker County
12357,Bellefontaine,OH,43324,Huntsville,Logan County
12358,Grand Rapids,MN,55721,Cohasset,Itasca County
12359,St. Louis,MO,63048,Herculaneum,Jefferson County
12360,Dallas-Fort Worth-Arlington,TX,75453,Lone Oak,Hunt County
12361,Fort Wayne,IN,46787,South Whitley,Whitley County
12362,,TX,75778,Murchison,Van Zandt County
12363,New York-Newark-Jersey City,NJ,7702,Shrewsbury,Monmouth County
12364,,ID,83837,Kellogg,Shoshone County
12365,Somerset,PA,15541,Friedens,Somerset County
12366,New York-Newark-Jersey City,NJ,8829,High Bridge,Hunterdon County
12367,,CO,80447,Grand Lake,Grand County
12368,Tulsa,OK,74030,Drumright,Creek County
12369,Bloomsburg-Berwick,PA,17846,Greenwood,Columbia County
12370,Torrington,CT,6751,Bethlehem,Litchfield County
12371,Staunton-Waynesboro,VA,24421,Churchville,Augusta County
12372,Ponca City,OK,74647,Newkirk,Kay County
12373,Salinas,CA,95004,Aromas,Monterey County
12374,,MN,55072,Sandstone,Pine County
12375,Gloversville,NY,12117,Mayfield,Fulton County
12376,Washington-Arlington-Alexandria,DC,20004,Washington,District of Columbia
12377,,CO,80442,Fraser,Grand County
12378,,KS,66534,Sabetha,Nemaha County
12379,Syracuse,NY,13131,Parish,Oswego County
12380,Baton Rouge,LA,70730,Ethel,East Feliciana Parish
12381,Portland-Vancouver-Hillsboro,OR,97022,Eagle Creek,Clackamas County
12382,Scranton--Wilkes-Barre--Hazleton,PA,18660,Mountain Top,Luzerne County
